CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-20 00:00,m,517,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-21 00:00,m,519,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-22 00:00,m,521,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-23 00:00,m,519.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-24 00:00,m,517.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-25 00:00,m,515.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-26 00:00,m,514,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-27 00:00,m,512,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-28 00:00,m,511.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-29 00:00,m,510,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-09-30 00:00,m,510,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-01 00:00,m,511,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-02 00:00,m,513,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-03 00:00,m,514,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-04 00:00,m,516,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-05 00:00,m,517,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-06 00:00,m,519,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-07 00:00,m,519.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-08 00:00,m,517.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-09 00:00,m,515.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-10 00:00,m,513.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-11 00:00,m,511.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-12 00:00,m,509.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-13 00:00,m,508,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-14 00:00,m,507.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-15 00:00,m,506,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-16 00:00,m,505.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-17 00:00,m,503.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-18 00:00,m,502,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-19 00:00,m,500,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-20 00:00,m,501,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-21 00:00,m,504,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-22 00:00,m,503.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-23 00:00,m,502,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-24 00:00,m,499.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-25 00:00,m,498,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-26 00:00,m,496,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-27 00:00,m,496,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-28 00:00,m,494,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-29 00:00,m,491.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-30 00:00,m,489.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-10-31 00:00,m,486,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-01 00:00,m,483.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-02 00:00,m,481.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-03 00:00,m,475.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-04 00:00,m,473.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-05 00:00,m,472,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-06 00:00,m,474,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-07 00:00,m,476,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-08 00:00,m,476,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-09 00:00,m,478,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-10 00:00,m,480,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-11 00:00,m,481,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-12 00:00,m,483,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-13 00:00,m,486,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-14 00:00,m,489,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-15 00:00,m,490,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-16 00:00,m,489.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-17 00:00,m,488,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-18 00:00,m,486,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-19 00:00,m,485.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-20 00:00,m,484,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-21 00:00,m,482,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-22 00:00,m,480,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-23 00:00,m,478,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-24 00:00,m,478,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-25 00:00,m,475.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-26 00:00,m,473.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-27 00:00,m,471.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-28 00:00,m,467.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-29 00:00,m,463.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-11-30 00:00,m,459.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-01 00:00,m,455.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-02 00:00,m,451.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-03 00:00,m,447.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-04 00:00,m,442.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-05 00:00,m,437.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-06 00:00,m,432.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-07 00:00,m,426.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-08 00:00,m,419.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-09 00:00,m,414.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-10 00:00,m,408.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-11 00:00,m,402.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-12 00:00,m,396.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-13 00:00,m,390.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-14 00:00,m,385.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-15 00:00,m,380.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-16 00:00,m,374.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-17 00:00,m,368.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-18 00:00,m,360.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-19 00:00,m,352.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-20 00:00,m,343.000000000014,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-21 00:00,m,337.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-22 00:00,m,334,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-23 00:00,m,333.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-24 00:00,m,332,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-25 00:00,m,333,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-26 00:00,m,337,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-27 00:00,m,341,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-28 00:00,m,343,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-29 00:00,m,345,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-30 00:00,m,347,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2017-12-31 00:00,m,349,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-01 00:00,m,350,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-02 00:00,m,351,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-03 00:00,m,353,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-04 00:00,m,355,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-05 00:00,m,357,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-06 00:00,m,359,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-07 00:00,m,361,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-08 00:00,m,363,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-09 00:00,m,365,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-10 00:00,m,368,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-11 00:00,m,369,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-12 00:00,m,372,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-13 00:00,m,370,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-14 00:00,m,370,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-15 00:00,m,368,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-16 00:00,m,367.500000000007,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-17 00:00,m,365.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-18 00:00,m,364,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-19 00:00,m,364,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-20 00:00,m,362,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-21 00:00,m,360,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-22 00:00,m,357.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-23 00:00,m,355.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-24 00:00,m,353.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-25 00:00,m,351.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-26 00:00,m,349.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-27 00:00,m,347.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-28 00:00,m,345.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-29 00:00,m,341.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-30 00:00,m,338,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-01-31 00:00,m,334.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-01 00:00,m,326.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-02 00:00,m,321.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-03 00:00,m,317.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-04 00:00,m,312.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-05 00:00,m,307.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-06 00:00,m,304,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-07 00:00,m,301.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-08 00:00,m,299.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-09 00:00,m,295.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-10 00:00,m,293.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-11 00:00,m,288.000000000009,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-12 00:00,m,285.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-13 00:00,m,281.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-14 00:00,m,277.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-15 00:00,m,275.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-16 00:00,m,271.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-17 00:00,m,269.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-18 00:00,m,267.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-19 00:00,m,263.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-20 00:00,m,261.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-21 00:00,m,257.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-22 00:00,m,254,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-23 00:00,m,252,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-24 00:00,m,251.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-25 00:00,m,249.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-26 00:00,m,246,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-27 00:00,m,245.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-02-28 00:00,m,241.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-01 00:00,m,237.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-02 00:00,m,236,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-03 00:00,m,234,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-04 00:00,m,233.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-05 00:00,m,231.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-06 00:00,m,229.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-07 00:00,m,225.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-08 00:00,m,221.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-09 00:00,m,217.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-10 00:00,m,215.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-11 00:00,m,211.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-12 00:00,m,208,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-13 00:00,m,209,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-14 00:00,m,209,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-15 00:00,m,208.500000000002,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-16 00:00,m,207.500000000002,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-17 00:00,m,207,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-18 00:00,m,207.5,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-19 00:00,m,208,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-20 00:00,m,208,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-21 00:00,m,208.5,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-22 00:00,m,209.5,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-23 00:00,m,210,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-24 00:00,m,207.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-25 00:00,m,203.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-26 00:00,m,199.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-27 00:00,m,195.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-28 00:00,m,191.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-29 00:00,m,187.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-30 00:00,m,185.000000000005,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-03-31 00:00,m,182,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-01 00:00,m,180,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-02 00:00,m,181,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-03 00:00,m,183,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-04 00:00,m,187,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-05 00:00,m,194,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-06 00:00,m,202,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-07 00:00,m,205,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-08 00:00,m,209,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-09 00:00,m,211,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-10 00:00,m,212,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-11 00:00,m,217,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-12 00:00,m,221,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-13 00:00,m,225,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-14 00:00,m,229,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-15 00:00,m,231,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-16 00:00,m,233,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-17 00:00,m,235,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-18 00:00,m,237,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-19 00:00,m,241,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-20 00:00,m,244,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-21 00:00,m,248,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-22 00:00,m,255,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-23 00:00,m,259,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-24 00:00,m,263,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-25 00:00,m,264,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-26 00:00,m,265,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-27 00:00,m,267,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-28 00:00,m,270.5,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-29 00:00,m,273,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-04-30 00:00,m,277,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-01 00:00,m,281,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-02 00:00,m,283,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-03 00:00,m,285,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-04 00:00,m,289,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-05 00:00,m,291,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-06 00:00,m,295,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-07 00:00,m,301,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-08 00:00,m,310,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-09 00:00,m,321,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-10 00:00,m,331.5,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-11 00:00,m,342,Definitivo
25027760,BEIRUT - AUT [25027760],NIVEL,Nivel mínimo diario,2018-05-12 00:00,m,350,Definitivo
